mi_geo_id,FIPS,County,Cty.VTD,STATEFP10,VTDST10,GEOID10,VTDI10,NAME10,NAMELSAD10,LSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,TOTPOP,VAP,PRS08DEM,PRS08REP,PRS08OTH,GOV06DEM,GOV06REP,GOV06OTH,AG06DEM,AG06REP,AG06OTH,SOS06DEM,SOS06REP,SOS06OTH
2744,121,MUSKEGON,121 690,26,690,26121690,A,1.22E+12,Voting District 1218678000001,V1,G5240,N,8090125,1736047,43.4005174,-86.3395989,2706.00,2093.00,861.46,570.45,30.43,704.45,457.49,14.48,479.43,641.53,27.53,461.49,676.41,20.93
2745,121,MUSKEGON,121 600,26,600,26121600,A,1.22E+12,Voting District 1215914000007,V1,G5240,N,4980155,14058,43.1908753,-86.3069085,2451.00,1871.00,790.18,490.20,16.25,552.31,379.09,0.00,377.63,510.38,17.28,356.42,542.67,11.68
2746,121,MUSKEGON,121 160,26,160,26121160,P,1.21E+12,Voting District 1213102000003,V1,G5240,S,14046137,2197,43.1720556,-86.1556024,3290.00,2466.00,973.28,825.24,36.11,911.98,672.34,16.99,575.02,942.71,39.36,552.70,983.49,27.26
2747,121,MUSKEGON,121 250,26,250,26121250,A,1.22E+12,Voting District 1215544000001,V1,G5240,N,92415693,2207777,43.2468918,-85.9650656,1575.00,1190.00,411.72,335.74,13.75,343.68,239.74,6.74,222.74,335.74,17.74,227.70,339.80,11.90
2748,121,MUSKEGON,121 110,26,110,26121110,P,1.21E+12,Voting District 1213098000001,V1,G5240,S,30243034,6968298,43.3632174,-86.3511089,2036.00,1575.00,588.39,529.91,18.80,525.88,407.80,3.80,308.17,590.65,8.73,290.76,612.24,11.11
2749,121,MUSKEGON,121 10,26,10,2612110,A,1.21E+12,Voting District 1210934000001,V1,G5240,N,83500559,9049643,43.4317447,-86.1984959,2399.00,1687.00,660.61,480.71,25.64,524.62,350.62,12.61,337.74,504.53,25.64,329.63,525.58,19.60
2750,121,MUSKEGON,121 170,26,170,26121170,P,1.21E+12,Voting District 1213102000004,V1,G5240,S,35047616,15276,43.1504123,-86.1386468,3278.00,2577.00,895.89,857.40,32.18,815.51,683.99,18.21,505.58,917.59,35.30,513.90,948.94,18.05
2751,121,MUSKEGON,121 720,26,720,26121720,P,ZZZZZZ,Voting Districts not defined,V1,G5240,S,0,-1879828677,43.2892579,-86.751892,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2752,121,MUSKEGON,121 460,26,460,26121460,A,1.22E+12,Voting District 1215636000002,V1,G5240,N,920233,0,43.195713,-86.2555881,1742.00,1160.00,698.70,45.73,7.69,367.69,40.72,0.76,339.73,56.72,6.71,338.69,61.69,3.70
2753,121,MUSKEGON,121 270,26,270,26121270,A,1.22E+12,Voting District 1215632000002,V1,G5240,N,2438107,0,43.2341279,-86.2145633,3120.00,2342.00,1279.79,251.32,16.13,734.68,192.30,14.80,645.63,259.20,22.75,625.90,288.63,18.47
2754,121,MUSKEGON,121 500,26,500,26121500,A,1.22E+12,Voting District 1215636000006,V1,G5240,N,2919919,2456,43.196593,-86.2359619,2529.00,1785.00,1118.68,57.57,3.70,686.65,51.67,7.65,637.68,82.66,10.66,607.67,121.67,5.74
2755,121,MUSKEGON,121 350,26,350,26121350,A,1.22E+12,Voting District 1215632000010,V1,G5240,N,2983514,46878,43.216315,-86.2762355,2258.00,1792.00,541.48,241.54,14.94,406.50,193.65,7.38,307.72,280.29,13.13,298.34,288.69,10.23
2756,121,MUSKEGON,121 540,26,540,26121540,A,1.22E+12,Voting District 1215914000001,V1,G5240,N,3330977,360128,43.182511,-86.2804455,2095.00,1686.00,564.19,555.04,10.87,585.31,427.57,5.39,333.80,644.48,12.69,295.44,692.10,14.09
2757,121,MUSKEGON,121 520,26,520,26121520,P,1.22E+12,Voting District 1215864000001,V1,G5240,S,2354158,5146458,43.2542529,-86.2712672,1804.00,1412.00,630.33,442.43,14.27,512.84,363.40,4.75,332.68,502.17,23.98,316.11,533.85,14.43
2758,121,MUSKEGON,121 480,26,480,26121480,A,1.22E+12,Voting District 1215636000004,V1,G5240,N,1118127,0,43.1995338,-86.2500847,1607.00,1064.00,719.83,25.77,4.76,296.78,25.77,0.77,276.72,37.79,7.82,278.78,41.79,2.76
2759,121,MUSKEGON,121 570,26,570,26121570,A,1.22E+12,Voting District 1215914000004,V1,G5240,N,4889282,27333,43.1944691,-86.2162184,3192.00,2521.00,1075.39,450.16,27.18,641.25,309.62,11.99,492.95,427.10,21.74,497.89,430.43,17.41
2760,121,MUSKEGON,121 670,26,670,26121670,P,1.22E+12,Voting District 1216952000002,V1,G5240,S,1588766,0,43.1999549,-86.276033,1996.00,1504.00,641.41,388.21,15.69,486.82,339.04,4.62,317.25,476.68,8.77,309.52,502.37,6.89
2761,121,MUSKEGON,121 710,26,710,26121710,A,1.22E+12,Voting District 1218698000001,V1,G5240,N,40702632,517480,43.4376922,-86.4242115,1335.00,1051.00,455.78,404.78,7.78,423.82,302.78,5.79,280.78,411.79,16.78,262.88,439.74,16.78
2762,121,MUSKEGON,121 180,26,180,26121180,A,1.21E+12,Voting District 1213882000001,V1,G5240,N,89786715,2721479,43.4288155,-86.0892879,2515.00,1911.00,601.77,421.59,36.52,516.65,317.58,16.63,385.58,414.62,33.60,395.58,424.57,15.63
2763,121,MUSKEGON,121 390,26,390,26121390,A,1.22E+12,Voting District 1215634000001,V1,G5240,N,1792911,0,43.2363124,-86.1957093,2261.00,1778.00,534.71,258.30,14.11,490.69,218.69,9.71,341.71,344.73,12.72,361.72,334.69,12.72
2764,121,MUSKEGON,121 490,26,490,26121490,A,1.22E+12,Voting District 1215636000005,V1,G5240,N,733493,0,43.2104348,-86.2408163,1461.00,1045.00,755.85,4.79,1.81,434.78,14.83,0.82,424.86,14.83,1.81,404.81,33.78,4.79
2765,121,MUSKEGON,121 620,26,620,26121620,A,1.22E+12,Voting District 1215914000009,V1,G5240,N,3037521,937583,43.1719096,-86.2575387,1643.00,1245.00,592.33,511.93,8.15,529.14,393.59,8.24,348.95,533.28,12.70,321.83,568.12,9.38
2766,121,MUSKEGON,121 220,26,220,26121220,A,1.21E+12,Voting District 1214516000004,V1,G5240,N,10260910,2804927,43.2571539,-86.3271022,1149.00,914.00,409.73,311.40,11.22,374.99,229.51,11.25,240.62,348.88,14.54,250.79,348.02,11.54
2767,121,MUSKEGON,121 430,26,430,26121430,A,1.22E+12,Voting District 1215634000005,V1,G5240,N,7978839,7569,43.2160737,-86.159657,3111.00,2310.00,723.29,325.70,18.04,583.70,273.71,10.74,408.71,427.72,18.69,423.68,426.70,7.74
2768,121,MUSKEGON,121 30,26,30,2612130,A,1.21E+12,Voting District 1211410000001,V1,G5240,N,89868894,3526445,43.3508151,-86.0936242,3186.00,2413.00,843.56,521.67,34.62,716.64,366.67,16.66,531.71,495.64,40.62,544.63,508.68,17.62
2769,121,MUSKEGON,121 280,26,280,26121280,A,1.22E+12,Voting District 1215632000003,V1,G5240,N,6371197,1520,43.2142186,-86.2024303,6541.00,5643.00,865.49,204.94,14.94,506.07,149.11,7.33,421.07,212.26,10.81,409.89,230.84,9.17
2770,123,NEWAYGO,123 170,26,170,26123170,A,1.23E+12,Voting District 1233436000001,V1,G5240,N,1674711,51113,43.334572,-85.8061407,894.00,630.00,132.91,208.89,7.90,129.91,160.93,3.91,77.93,196.90,4.92,81.94,204.91,3.91
2771,123,NEWAYGO,123 120,26,120,26123120,A,1.23E+12,Voting District 1232670000001,V1,G5240,N,91392786,1515545,43.5112768,-85.732604,1862.00,1397.00,438.68,362.56,16.69,337.71,300.74,9.70,245.69,357.72,21.69,255.70,370.72,10.69
2772,123,NEWAYGO,123 10,26,10,2612310,A,1.23E+12,Voting District 1230370000001,V1,G5240,N,89160445,2423281,43.3372177,-85.8566735,2777.00,1984.00,506.63,660.60,19.85,439.62,564.66,5.68,323.59,638.65,28.64,299.64,679.66,17.61
2773,123,NEWAYGO,123 140,26,140,26123140,A,1.23E+12,Voting District 1233070000002,V1,G5240,N,4223158,3255119,43.4570985,-85.9600172,2011.00,1499.00,505.65,568.69,12.69,423.61,492.67,13.66,254.84,621.63,21.67,253.69,646.69,9.77
2774,123,NEWAYGO,123 50,26,50,2612350,A,1.23E+12,Voting District 1231050000001,V1,G5240,N,91919611,1583768,43.3379296,-85.9672754,2141.00,1592.00,512.71,427.70,29.70,430.70,315.69,11.76,318.71,392.71,27.70,324.70,409.74,16.75
2775,123,NEWAYGO,123 240,26,240,26123240,A,1.24E+12,Voting District 1235708000001,V1,G5240,N,8709413,351896,43.41642,-85.8024675,1968.00,1391.00,434.64,368.70,11.68,293.62,305.31,4.68,207.60,370.71,16.63,214.63,371.64,8.63
2776,123,NEWAYGO,123 190,26,190,26123190,A,1.23E+12,Voting District 1233886000001,V1,G5240,N,86837715,5392952,43.771596,-85.7275024,232.00,196.00,40.86,80.86,0.91,45.88,68.90,0.00,33.89,75.88,2.88,27.90,81.89,0.91
2777,123,NEWAYGO,123 300,26,300,26123300,A,1.24E+12,Voting District 1238720000001,V1,G5240,N,83992046,3865766,43.6054212,-85.7351339,1098.00,844.00,214.70,240.72,7.73,207.74,186.75,6.72,124.73,241.76,18.80,119.71,248.86,17.74
2778,123,NEWAYGO,123 130,26,130,26123130,A,1.23E+12,Voting District 1233070000001,V1,G5240,N,4798655,107219,43.4788706,-85.9445743,2131.00,1601.00,506.78,576.72,32.73,432.76,508.71,14.68,273.71,632.73,8.71,267.68,654.67,14.68
2779,123,NEWAYGO,123 40,26,40,2612340,A,1.23E+12,Voting District 1230828000001,V1,G5240,N,81289988,12555665,43.5120864,-85.6283447,2573.00,2003.00,551.67,412.64,12.57,419.50,352.60,10.62,319.46,407.56,30.62,324.62,416.62,25.57
2780,123,NEWAYGO,123 180,26,180,26123180,A,1.23E+12,Voting District 1233438000001,V1,G5240,N,91770572,1527860,43.3471192,-85.7458489,3294.00,2376.00,543.49,899.49,42.52,444.51,720.56,14.56,305.49,820.52,34.47,297.59,849.50,19.55
2781,123,NEWAYGO,123 230,26,230,26123230,A,1.24E+12,Voting District 1235506000001,V1,G5240,N,85046512,7992130,43.6909337,-85.7312801,320.00,256.00,57.82,97.84,1.88,43.85,91.76,0.89,33.84,93.83,6.83,28.81,105.83,0.89
2782,123,NEWAYGO,123 200,26,200,26123200,A,1.23E+12,Voting District 1234744000001,V1,G5240,N,78770191,13507240,43.7705546,-85.8599618,797.00,655.00,208.64,177.70,7.68,153.79,164.73,0.87,140.77,166.59,9.77,131.00,187.70,3.75
2783,123,NEWAYGO,123 280,26,280,26123280,A,1.24E+12,Voting District 1238068000001,V1,G5240,N,90241804,3538097,43.7797981,-85.9833587,283.00,216.00,83.89,56.88,8.91,31.90,59.88,9.89,23.90,59.88,9.89,21.89,66.96,7.92
2784,123,NEWAYGO,123 210,26,210,26123210,A,1.23E+12,Voting District 1234770000001,V1,G5240,N,88981434,3556172,43.618185,-85.8728332,1277.00,996.00,332.65,279.75,9.96,274.70,242.59,4.86,188.49,299.73,18.57,188.49,314.66,11.72
2785,123,NEWAYGO,123 270,26,270,26123270,A,1.24E+12,Voting District 1237326000001,V1,G5240,N,86525421,6260680,43.5173642,-85.8637137,2111.00,1625.00,512.70,522.74,24.70,406.79,435.68,9.71,228.77,568.83,29.67,235.73,576.75,21.71
2786,123,NEWAYGO,123 290,26,290,26123290,A,1.24E+12,Voting District 1238668000001,V1,G5240,N,5050421,130617,43.5575193,-85.7743004,1408.00,1044.00,248.70,218.58,15.73,184.69,201.77,5.73,110.76,257.66,12.64,98.68,281.91,8.71
2787,123,NEWAYGO,123 100,26,100,26123100,A,1.23E+12,Voting District 1232170000001,V1,G5240,N,87901421,4701864,43.5943479,-85.9831324,1928.00,1446.00,493.62,354.62,13.51,427.56,243.58,6.61,309.64,327.64,18.58,310.71,339.66,14.69
2788,123,NEWAYGO,123 30,26,30,2612330,A,1.23E+12,Voting District 1230658000001,V1,G5240,N,83031339,9718928,43.6886577,-85.9719846,509.00,377.00,98.83,120.84,6.79,110.81,77.84,3.85,76.80,97.67,6.79,76.80,104.81,6.79
2789,123,NEWAYGO,123 150,26,150,26123150,A,1.23E+12,Voting District 1233164000001,V1,G5240,N,83134231,5003835,43.4270372,-85.8627627,2533.00,1858.00,503.63,612.21,20.59,464.69,514.58,10.58,290.52,650.69,24.52,303.52,658.43,7.69
2790,123,NEWAYGO,123 60,26,60,2612360,P,1.23E+12,Voting District 1231106000001,V1,G5240,S,46897307,1506948,43.4367715,-85.7482918,1156.00,883.00,277.75,351.78,11.81,254.79,293.81,6.82,171.76,358.79,13.83,161.81,382.74,6.82
2791,123,NEWAYGO,123 220,26,220,26123220,A,1.24E+12,Voting District 1235316000001,V1,G5240,N,82685164,10169110,43.679633,-85.8724125,667.00,557.00,216.35,104.51,7.54,156.57,101.58,2.75,130.72,112.60,11.64,116.97,128.63,11.64
2792,123,NEWAYGO,123 160,26,160,26123160,A,1.23E+12,Voting District 1233300000001,V1,G5240,N,87470393,5083781,43.60058,-85.6122856,547.00,431.00,114.81,122.89,2.83,91.82,112.85,0.90,58.82,132.82,5.78,55.69,142.85,3.81
2793,123,NEWAYGO,123 250,26,250,26123250,A,1.24E+12,Voting District 1235930000001,V1,G5240,N,89443902,2431860,43.680917,-85.6332508,607.00,441.00,113.89,182.81,5.86,102.85,170.85,0.00,70.89,189.88,8.90,74.97,191.85,5.86
2794,123,NEWAYGO,123 20,26,20,2612320,A,1.23E+12,Voting District 1230562000001,V1,G5240,N,90817378,1892006,43.7695445,-85.6339792,717.00,565.00,129.95,223.84,6.84,119.84,181.83,7.82,83.83,194.87,17.83,96.84,189.85,8.84
2795,123,NEWAYGO,123 260,26,260,26123260,A,1.24E+12,Voting District 1237312000001,V1,G5240,N,85452524,546898,43.4176519,-85.9850419,2467.00,1827.00,608.71,755.64,18.67,501.57,633.64,8.55,292.68,810.63,25.61,271.58,848.55,14.59
2796,123,NEWAYGO,123 110,26,110,26123110,A,1.23E+12,Voting District 1232616000001,V1,G5240,N,91723557,2116992,43.3304705,-85.6320634,2635.00,1928.00,473.65,774.62,24.64,399.62,623.64,14.71,271.64,704.67,31.60,268.60,733.67,16.63
2797,123,NEWAYGO,123 70,26,70,2612370,P,1.23E+12,Voting District 1231106000002,V1,G5240,S,34756874,4697400,43.3993354,-85.7346052,2358.00,1784.00,601.66,625.71,19.68,520.73,510.70,2.83,329.54,648.70,21.68,336.68,665.64,15.68
2798,123,NEWAYGO,123 80,26,80,2612380,A,1.23E+12,Voting District 1231898000001,V1,G5240,N,87282294,6936069,43.4213207,-85.6324904,3228.00,2518.00,825.45,813.37,29.39,653.15,647.38,12.58,468.37,764.39,49.03,449.35,822.41,25.63
2799,123,NEWAYGO,123 90,26,90,2612390,A,1.23E+12,Voting District 1231996000001,V1,G5240,N,85207015,3154790,43.5143056,-85.9897347,1931.00,1443.00,489.63,648.63,12.76,417.68,551.74,13.69,263.73,670.82,25.72,259.79,692.74,23.66
2800,125,OAKLAND,125 2610,26,2610,261252610,A,1.26E+12,Voting District 1256110000005,V1,G5240,N,5966860,135743,42.7477787,-83.3242784,2384.00,1542.00,535.68,745.87,24.93,339.24,686.29,6.88,210.26,784.02,19.24,207.84,799.28,12.01
2801,125,OAKLAND,125 5270,26,5270,261255270,A,1.26E+12,Voting District 1258686000002,V1,G5240,N,2878538,958846,42.6352781,-83.4796603,2753.00,2164.00,762.45,891.98,32.56,591.84,735.96,27.70,405.10,873.27,41.05,403.49,882.25,32.37
2802,125,OAKLAND,125 2200,26,2200,261252200,A,1.26E+12,Voting District 1255944000014,V1,G5240,N,2711098,0,42.4747412,-83.4837807,1961.00,1370.00,523.34,574.83,6.85,512.82,508.45,10.83,279.41,706.82,25.16,265.80,728.92,11.19
2803,125,OAKLAND,125 2560,26,2560,261252560,A,1.26E+12,Voting District 1256102000001,V1,G5240,N,6302309,4113751,42.5893597,-83.3713089,2375.00,1824.00,647.83,820.90,10.84,488.82,702.80,7.84,342.82,805.79,20.84,315.81,848.78,9.78
2804,125,OAKLAND,125 4720,26,4720,261254720,A,1.26E+12,Voting District 1258424000003,V1,G5240,N,1815994,0,42.6905294,-83.4169743,1944.00,1521.00,509.46,468.82,31.12,415.88,391.88,11.87,292.84,476.86,23.86,273.89,507.85,22.84
2805,125,OAKLAND,125 4120,26,4120,261254120,A,1.26E+12,Voting District 1257490000042,V1,G5240,N,2568677,0,42.4499808,-83.288098,1608.00,1264.00,1067.37,70.56,7.05,588.93,85.93,8.94,536.93,119.94,11.95,513.93,142.92,12.94
2806,125,OAKLAND,125 3700,26,3700,261253700,A,1.26E+12,Voting District 1257006000002,V1,G5240,N,806201,0,42.4501665,-83.1666308,1052.00,755.00,714.68,5.30,0.97,453.34,3.47,1.64,435.05,16.22,4.38,420.69,32.62,2.98
2807,125,OAKLAND,125 5030,26,5030,261255030,A,1.26E+12,Voting District 1258548000005,V1,G5240,N,3584465,4246591,42.6091376,-83.374926,2983.00,2063.00,1114.11,905.85,10.98,599.79,581.77,7.78,426.81,711.80,23.76,395.82,746.79,18.78
2808,125,OAKLAND,125 4470,26,4470,261254470,A,1.26E+12,Voting District 1258070000012,V1,G5240,N,1308189,0,42.5967543,-83.1015659,1887.00,1410.00,510.40,543.79,18.36,421.87,478.05,12.94,253.47,595.92,15.53,258.27,603.06,17.12
2809,125,OAKLAND,125 3340,26,3340,261253340,A,1.26E+12,Voting District 1256903500022,V1,G5240,N,1229804,0,42.684244,-83.2032858,1708.00,1269.00,518.48,520.09,10.52,443.02,470.31,3.40,296.19,594.48,9.70,302.03,593.06,9.25
2810,125,OAKLAND,125 3290,26,3290,261253290,P,1.26E+12,Voting District 1256903500017,V1,G5240,S,5769812,3278,42.6708324,-83.1994078,2227.00,1823.00,525.69,652.05,19.84,490.48,564.66,13.81,343.33,677.07,20.69,301.99,728.13,20.91
2811,125,OAKLAND,125 2840,26,2840,261252840,A,1.26E+12,Voting District 1256544000005,V1,G5240,N,705046,94159,42.6261913,-83.3240345,1472.00,1193.00,396.98,164.13,6.29,264.87,148.87,5.90,212.87,185.88,14.86,193.87,204.84,13.84
2812,125,OAKLAND,125 5220,26,5220,261255220,A,1.26E+12,Voting District 1258548000024,V1,G5240,N,2608431,0,42.5342583,-83.4094273,2582.00,1902.00,766.54,432.90,5.51,564.94,277.93,1.94,433.92,383.92,7.93,410.95,396.92,12.92
2813,125,OAKLAND,125 2450,26,2450,261252450,A,1.26E+12,Voting District 1255992000009,V1,G5240,N,2352934,0,42.4508909,-83.1827927,1841.00,1410.00,1082.83,48.32,2.41,939.81,30.34,1.07,848.08,105.54,5.29,819.37,129.61,5.48
2814,125,OAKLAND,125 3080,26,3080,261253080,A,1.26E+12,Voting District 1256902000001,V1,G5240,N,1390104,0,42.6871818,-83.1412734,2375.00,1890.00,755.72,538.32,19.13,466.13,453.84,24.96,340.56,546.48,30.54,312.81,586.82,21.96
2815,125,OAKLAND,125 480,26,480,26125480,A,1.25E+12,Voting District 1250911000021,V1,G5240,N,2099871,0,42.6128049,-83.2160048,1180.00,1056.00,383.54,425.95,4.44,322.92,472.93,14.92,209.89,570.91,16.90,201.93,588.90,11.91
2816,125,OAKLAND,125 2000,26,2000,261252000,A,1.26E+12,Voting District 1255398000003,V1,G5240,N,26674181,4030357,42.5483927,-83.636626,2185.00,1668.00,493.17,762.35,20.16,377.21,628.38,16.77,238.19,732.39,33.61,216.84,774.68,3.40
2817,125,OAKLAND,125 1270,26,1270,261251270,A,1.25E+12,Voting District 1252788000006,V1,G5240,N,562261,0,42.4605482,-83.1294546,1362.00,1206.00,651.24,156.26,16.38,523.39,158.31,22.41,420.25,227.77,40.32,401.96,263.57,27.99
2818,125,OAKLAND,125 1290,26,1290,261251290,A,1.25E+12,Voting District 1252788000008,V1,G5240,N,1237538,0,42.469137,-83.1180257,2819.00,2339.00,1057.51,413.82,36.17,433.66,147.58,8.04,323.86,217.43,19.93,307.44,250.64,14.32
2819,125,OAKLAND,125 520,26,520,26125520,A,1.25E+12,Voting District 1250911000025,V1,G5240,N,835355,0,42.6110959,-83.2390581,920.00,745.00,473.90,208.37,2.98,188.98,117.98,3.98,155.97,142.98,4.99,149.98,151.97,2.97
2820,125,OAKLAND,125 1500,26,1500,261251500,A,1.25E+12,Voting District 1253808000008,V1,G5240,N,10090388,438266,42.64159,-83.6550321,1932.00,1425.00,449.48,532.62,24.64,368.75,436.68,14.74,225.66,550.60,21.38,225.54,554.91,22.29
2821,125,OAKLAND,125 5310,26,5310,261255310,A,1.26E+12,Voting District 1258686000006,V1,G5240,N,8528843,2488045,42.6640722,-83.4790553,3487.00,2710.00,779.46,729.18,38.40,549.85,642.19,21.57,433.10,714.75,43.39,406.01,752.27,22.65
2822,125,OAKLAND,125 2870,26,2870,261252870,A,1.26E+12,Voting District 1256544000008,V1,G5240,N,3852516,11180,42.6474396,-83.3202039,4197.00,3474.00,1017.17,122.96,4.92,721.75,130.75,5.78,648.76,177.78,13.80,621.75,205.71,13.80
2823,125,OAKLAND,125 4650,26,4650,261254650,A,1.26E+12,Voting District 1258070000030,V1,G5240,N,1962503,0,42.5377051,-83.1120481,772.00,638.00,204.71,200.73,11.31,467.07,420.80,28.45,361.10,505.38,30.01,347.06,528.37,14.87
2824,125,OAKLAND,125 3540,26,3540,261253540,A,1.26E+12,Voting District 1257004000011,V1,G5240,N,850505,0,42.4985107,-83.1208111,1614.00,1359.00,623.99,306.85,18.21,415.62,252.49,13.76,285.85,355.82,33.20,294.60,367.77,13.41
2825,125,OAKLAND,125 3470,26,3470,261253470,A,1.26E+12,Voting District 1257004000003,V1,G5240,N,814347,0,42.4876694,-83.1195753,1842.00,1506.00,782.33,440.15,24.69,591.67,377.41,32.12,412.69,518.46,34.29,390.17,541.12,28.14
2826,125,OAKLAND,125 1390,26,1390,261251390,A,1.25E+12,Voting District 1253742000006,V1,G5240,N,771513,0,42.4593336,-83.0934098,1474.00,1098.00,357.13,262.78,20.96,276.88,188.86,16.86,196.87,251.88,18.88,204.89,256.87,10.98
2827,125,OAKLAND,125 950,26,950,26125950,A,1.25E+12,Voting District 1252744000001,V1,G5240,N,5218175,33221,42.5208428,-83.3283069,2379.00,1998.00,839.87,421.40,13.81,729.62,328.60,5.87,552.75,482.00,13.49,520.48,509.10,14.19
2828,125,OAKLAND,125 1720,26,1720,261251720,A,1.25E+12,Voting District 1254040000013,V1,G5240,N,8085506,44696,42.7423604,-83.3721187,1759.00,1289.00,403.26,601.79,9.46,288.91,547.92,3.88,193.93,605.93,16.89,172.91,637.88,8.90
2829,125,OAKLAND,125 4900,26,4900,261254900,A,1.26E+12,Voting District 1258424000021,V1,G5240,N,1654104,0,42.6419422,-83.3439425,2675.00,2104.00,628.74,461.88,20.25,511.89,427.85,14.85,383.87,515.86,27.81,369.82,542.85,27.81
2830,125,OAKLAND,125 540,26,540,26125540,A,1.25E+12,Voting District 1250911000027,V1,G5240,N,984013,0,42.6084399,-83.2634283,1016.00,796.00,421.71,265.48,1.42,300.91,153.89,3.94,228.91,213.92,5.91,221.91,226.90,2.91
2831,125,OAKLAND,125 4320,26,4320,261254320,A,1.26E+12,Voting District 1257576000005,V1,G5240,N,6608981,327717,42.7555945,-83.4736994,2196.00,1514.00,386.27,812.08,16.84,312.01,621.58,10.16,187.39,716.25,23.95,177.81,737.48,8.87
2832,125,OAKLAND,125 720,26,720,26125720,A,1.25E+12,Voting District 1251616000005,V1,G5240,N,618078,0,42.5442497,-83.1514167,1221.00,999.00,395.79,271.37,16.99,283.79,248.31,16.02,185.48,326.04,17.03,193.66,317.79,18.00
2833,125,OAKLAND,125 710,26,710,26125710,P,1.25E+12,Voting District 1251616000004,V1,G5240,S,790059,0,42.5370464,-83.1523889,1517.00,1209.00,461.65,376.15,31.58,372.42,312.50,17.09,244.71,406.55,23.82,256.93,404.42,14.55
2834,125,OAKLAND,125 580,26,580,26125580,A,1.25E+12,Voting District 1250911000031,V1,G5240,N,872949,0,42.6071524,-83.2351105,607.00,584.00,105.84,191.75,2.96,127.95,334.93,1.95,75.98,384.94,2.96,61.94,401.95,0.97
2835,125,OAKLAND,125 590,26,590,26125590,A,1.25E+12,Voting District 1250911000032,V1,G5240,N,1003737,0,42.6140736,-83.2271616,1208.00,942.00,494.66,427.74,4.42,360.91,339.89,2.91,276.90,401.91,8.92,247.92,439.90,4.91
2836,125,OAKLAND,125 470,26,470,26125470,A,1.25E+12,Voting District 1250911000020,V1,G5240,N,959612,0,42.6160132,-83.2421561,1133.00,854.00,567.56,392.68,10.46,372.92,294.91,9.92,271.92,364.93,22.94,240.92,414.91,6.92
2837,125,OAKLAND,125 2160,26,2160,261252160,A,1.26E+12,Voting District 1255944000010,V1,G5240,N,183208,0,42.5134071,-83.454235,802.00,802.00,138.19,246.39,0.00,665.23,592.22,16.98,493.52,713.39,37.25,462.79,753.68,28.16
2838,125,OAKLAND,125 3600,26,3600,261253600,A,1.26E+12,Voting District 1257004000017,V1,G5240,N,1078179,0,42.5155842,-83.1546741,2147.00,1751.00,804.20,566.44,22.11,640.92,464.70,22.94,442.24,619.08,33.18,410.87,658.07,21.39
2839,125,OAKLAND,125 3020,26,3020,261253020,A,1.26E+12,Voting District 1256544000023,V1,G5240,N,294774,0,42.6439995,-83.2881882,463.00,334.00,93.09,8.96,0.00,68.98,7.96,0.96,63.97,12.96,0.00,60.97,14.96,0.96
2840,125,OAKLAND,125 2360,26,2360,261252360,A,1.26E+12,Voting District 1255982000008,V1,G5240,N,10716505,0,42.760477,-83.1980058,1581.00,1140.00,356.56,586.46,14.17,277.70,452.02,7.69,205.93,493.80,19.74,179.62,535.21,6.62
2841,125,OAKLAND,125 4370,26,4370,261254370,A,1.26E+12,Voting District 1258070000002,V1,G5240,N,2485933,292216,42.614867,-83.1198309,3372.00,2521.00,847.79,786.50,21.18,648.96,690.42,18.85,472.44,820.38,31.15,470.38,844.31,20.55
2842,125,OAKLAND,125 1360,26,1360,261251360,A,1.25E+12,Voting District 1253742000003,V1,G5240,N,1049554,0,42.4521337,-83.0890212,2588.00,1915.00,717.69,339.49,27.57,423.79,258.76,23.80,309.81,335.79,35.77,323.78,330.80,31.74
2843,125,OAKLAND,125 3580,26,3580,261253580,A,1.26E+12,Voting District 1257004000015,V1,G5240,N,1418708,0,42.5138182,-83.1928879,2125.00,1798.00,820.58,358.47,24.71,542.51,298.05,11.41,393.51,419.28,20.53,370.79,445.25,19.12
2844,125,OAKLAND,125 1480,26,1480,261251480,A,1.25E+12,Voting District 1253808000006,V1,G5240,N,18544321,895533,42.6827878,-83.6529175,2588.00,2001.00,596.64,921.43,31.20,499.71,725.81,24.74,368.82,804.04,39.38,343.73,837.01,27.94
2845,125,OAKLAND,125 3240,26,3240,261253240,P,1.26E+12,Voting District 1256903500012,V1,G5240,S,2824260,0,42.6444621,-83.141742,2840.00,2127.00,793.69,942.00,25.08,677.71,792.40,20.71,448.19,953.37,36.58,408.33,1015.88,25.52
2846,125,OAKLAND,125 2730,26,2730,261252730,A,1.26E+12,Voting District 1256204000003,V1,G5240,N,5171141,651183,42.8170821,-83.277401,3170.00,2299.00,635.45,969.21,31.70,544.81,923.83,24.80,341.83,1067.83,49.81,356.83,1073.83,21.80
2847,125,OAKLAND,125 2130,26,2130,261252130,A,1.26E+12,Voting District 1255944000007,V1,G5240,N,5087404,0,42.4821566,-83.4445131,2464.00,1956.00,678.21,489.65,19.16,520.31,523.81,14.35,354.87,645.76,27.46,351.01,654.75,17.85
