sd_geo_id	sd_vote_id	statefp10	countyfp10	totpop	vap	vtd_fact	vtdst10	geoid10	vtdi10	name10	namelsad10	lsad10	mtfcc10	funcstat10	aland10	awater10	intptlat10	intptlon10	sd_agg	fraction	mergevar	county	precinct	usp_tot_08	usp_r_08	usp_d_08	ush_r_08	ush_d_08	uss_r_08	uss_d_08	usp_08	ush_08	uss_08	av_08	ndv	nrv
217	"216"	46	35	823	611	"VTD-7"	"VTD-7"	"46035VTD-7"	"A"	"VTD - mitchell precinct 7"	"VTD - mitchell precinct 7"	0	"G5240"	"N"	439953	0	43.711536	-98.013405	"611"	"1"	"216"	"Davison"	"Prec 7"	350.0	172.0	178.0	82.0	268.0	103.0	251.0	0.50857145	0.7657143	0.70903957	0.66129035	231.45161	118.548386
218	"214"	46	35	943	714	"VTD-5"	"VTD-5"	"46035VTD-5"	"A"	"VTD - mitchell precinct 5"	"VTD - mitchell precinct 5"	0	"G5240"	"N"	453900	0	43.71359	-98.01279	"714"	"1"	"214"	"Davison"	"Prec 5"	421.0	215.0	206.0	125.0	308.0	136.0	297.0	0.48931116	0.7113164	0.68591225	0.63014764	265.29214	155.70786
219	"203"	46	35	772	584	"VTD-13"	"VTD-13"	"46035VTD-13"	"A"	"VTD - mitchell precinct 13"	"VTD - mitchell precinct 13"	0	"G5240"	"N"	561159	0	43.70847	-98.0096	"870"	"0.671264368"	"203"	"Davison"	"Prec 11 (Including: Prec 13)"	278.5747	152.37701	126.1977	80.55173	206.07816	103.37471	183.92644	0.45301205	0.7189696	0.6401869	0.6055118	168.68028	109.89443
220	"204"	46	35	524	401	"VTD-12"	"VTD-12"	"46035VTD-12"	"A"	"VTD - mitchell precinct 12"	"VTD - mitchell precinct 12"	0	"G5240"	"N"	439601	0	43.703026	-98.03634	"401"	"1"	"204"	"Davison"	"Prec 12"	195.0	105.0	90.0	65.0	137.0	74.0	131.0	0.46153846	0.6782178	0.6390244	0.59468436	115.963455	79.036545
221	"202"	46	35	806	642	"VTD-10"	"VTD-10"	"46035VTD-10"	"A"	"VTD - mitchell precinct 10"	"VTD - mitchell precinct 10"	0	"G5240"	"N"	715478	0	43.70535	-98.04127	"642"	"1"	"202"	"Davison"	"Prec 10"	352.0	195.0	157.0	116.0	245.0	126.0	242.0	0.44602272	0.67867035	0.6576087	0.59574467	209.70213	142.29787
222	"208"	46	35	973	785	"VTD-17"	"VTD-17"	"46035VTD-17"	"A"	"VTD - mitchell precinct 17"	"VTD - mitchell precinct 17"	0	"G5240"	"N"	1321604	0	43.730602	-98.02258	"785"	"1"	"208"	"Davison"	"Prec 17"	486.0	266.0	220.0	143.0	355.0	187.0	310.0	0.4526749	0.7128514	0.62374246	0.5975692	290.41864	195.58136
223	"210"	46	35	559	446	"VTD-19"	"VTD-19"	"46035VTD-19"	"A"	"VTD - mitchell precinct 19"	"VTD - mitchell precinct 19"	0	"G5240"	"N"	569266	0	43.723057	-98.01382	"446"	"1"	"210"	"Davison"	"Prec 19"	339.0	210.0	129.0	115.0	234.0	153.0	196.0	0.38053098	0.6704871	0.56160456	0.539055	182.73964	156.26036
224	"201"	46	35	651	530	"VTD-3"	"VTD-3"	"46035VTD-3"	"A"	"VTD - Mitchell precinct 3"	"VTD - Mitchell precinct 3"	0	"G5240"	"N"	449069	0	43.715523	-98.01305	"917"	"0.577971647"	"201"	"Davison"	"Prec 1 (Including: Prec 3)"	263.55508	147.96074	115.59433	83.805885	179.1712	98.25518	167.03381	0.4385965	0.6813187	0.6296296	0.58321166	153.70839	109.84667
225	"203"	46	35	355	286	"VTD-11"	"VTD-11"	"46035VTD-11"	"A"	"VTD - mitchell precinct 11"	"VTD - mitchell precinct 11"	0	"G5240"	"N"	209912	0	43.710033	-98.01334	"870"	"0.328735632"	"203"	"Davison"	"Prec 11 (Including: Prec 13)"	136.4253	74.622986	61.8023	39.448277	100.92184	50.625286	90.07356	0.45301205	0.7189696	0.6401869	0.6055118	82.607124	53.818165
226	"206"	46	35	1313	987	"VTD-15"	"VTD-15"	"46035VTD-15"	"A"	"VTD - mitchell precinct 15"	"VTD - mitchell precinct 15"	0	"G5240"	"N"	4681580	0	43.695602	-98.01338	"987"	"1"	"206"	"Davison"	"Prec 15"	354.0	192.0	162.0	110.0	250.0	117.0	244.0	0.45762712	0.6944444	0.6759003	0.61023253	216.02232	137.97768
227	"205"	46	35	805	648	"VTD-14"	"VTD-14"	"46035VTD-14"	"A"	"VTD - mitchell precinct 14"	"VTD - mitchell precinct 14"	0	"G5240"	"N"	918648	0	43.694813	-98.0303	"648"	"1"	"205"	"Davison"	"Prec 14"	274.0	161.0	113.0	102.0	175.0	125.0	154.0	0.41240877	0.63176894	0.5519713	0.5325301	145.91325	128.08675
228	"207"	46	35	892	739	"VTD-16"	"VTD-16"	"46035VTD-16"	"A"	"VTD - mitchell precinct 16"	"VTD - mitchell precinct 16"	0	"G5240"	"N"	2104921	0	43.695072	-98.04208	"739"	"1"	"207"	"Davison"	"Prec 16"	399.0	231.0	168.0	145.0	257.0	164.0	241.0	0.42105263	0.6393035	0.5950617	0.5522388	220.34328	178.65672
229	"217"	46	35	722	553	"VTD-8"	"VTD-8"	"46035VTD-8"	"A"	"VTD - mitchell precinct 8"	"VTD - mitchell precinct 8"	0	"G5240"	"N"	944700	0	43.70842	-98.04	"553"	"1"	"217"	"Davison"	"Prec 8"	302.0	184.0	118.0	106.0	194.0	132.0	174.0	0.39072847	0.64666665	0.5686275	0.5352423	161.64317	140.35683
230	"215"	46	35	637	459	"VTD-6"	"VTD-6"	"46035VTD-6"	"A"	"VTD - mitchell precinct 6"	"VTD - mitchell precinct 6"	0	"G5240"	"N"	390949	0	43.7114	-98.03649	"459"	"1"	"215"	"Davison"	"Prec 6"	201.0	100.0	101.0	54.0	149.0	72.0	132.0	0.50248754	0.73399013	0.64705884	0.62828946	126.28619	74.71381
231	"213"	46	35	871	653	"VTD-4"	"VTD-4"	"46035VTD-4"	"A"	"VTD - mitchell precinct 4"	"VTD - mitchell precinct 4"	0	"G5240"	"N"	585238	0	43.71384	-98.03656	"653"	"1"	"213"	"Davison"	"Prec 4"	352.0	184.0	168.0	107.0	250.0	108.0	249.0	0.47727272	0.70028013	0.697479	0.6257036	220.24765	131.75235
232	"212"	46	35	1324	988	"VTD-20"	"VTD-20"	"46035VTD-20"	"A"	"VTD - mitchell precinct 20"	"VTD - mitchell precinct 20"	0	"G5240"	"N"	10181030	2595467	43.756977	-98.04229	"988"	"1"	"212"	"Davison"	"Prec 20"	813.0	505.0	308.0	281.0	544.0	362.0	465.0	0.37884378	0.65939397	0.56227326	0.53427994	434.36957	378.63043
233	"198"	46	35	1005	733	"VTD-C1"	"VTD-C1"	"46035VTD-C1"	"A"	"VTD - county precinct 1- Badger, Perry & N 1/2 of Mitchell twnships"	"VTD - county precinct 1- Badger, Perry & N 1/2 of Mitchell twnships"	0	"G5240"	"N"	220556456	328991	43.795578	-98.077644	"733"	"1"	"198"	"Davison"	" Badg,Perry,N 1/2 Mit Twp"	534.0	337.0	197.0	171.0	374.0	204.0	339.0	0.36891386	0.6862385	0.6243094	0.56103575	299.5931	234.4069
234	"200"	46	35	1622	1212	"VTD-C3"	"VTD-C3"	"46035VTD-C3"	"A"	"VTD - county precinct 3 - Beulah, Lisbon, Prosper & S 1/2 of Mitchell twnships"	"VTD - county precinct 3 - Beulah, Lisbon, Prosper & S 1/2 of Mitchell twnships"	0	"G5240"	"N"	312803271	464700	43.665737	-98.096306	"1212"	"1"	"200"	"Davison"	" Beul,Lis,Pros,S 1/2 Mit Twp"	719.0	469.0	250.0	202.0	527.0	298.0	436.0	0.34770516	0.7229081	0.59400547	0.555912	399.70074	319.29926
235	"199"	46	35	930	669	"VTD-C2"	"VTD-C2"	"46035VTD-C2"	"A"	"VTD - county precinct 2 - Baker, Union, Mt Vernon Twnships & Mt Vernon city"	"VTD - county precinct 2 - Baker, Union, Mt Vernon Twnships & Mt Vernon city"	0	"G5240"	"N"	378528131	107090	43.68049	-98.25552	"669"	"1"	"199"	"Davison"	" Bak,Blen,Mtv,Un Twp (Including: Mount Vernon V1, Mount Vernon V2, Mount Vernon V3)"	405.0	244.0	161.0	121.0	289.0	147.0	266.0	0.39753085	0.70487803	0.6440678	0.5830619	236.14006	168.85994
236	"219"	46	37	560	428	"VTD1w1"	"VTD1w1"	"46037VTD1w1"	"A"	"VTD-precinct 1 webster city ward 1"	"VTD-precinct 1 webster city ward 1"	0	"G5240"	"N"	736522	0	45.337696	-97.51427	"428"	"1"	"219"	"Day"	"#1"	295.0	134.0	161.0	71.0	228.0	79.0	220.0	0.5457627	0.76254183	0.73578596	0.6819709	201.18141	93.81859
237	"228"	46	37	196	148	"VTD5W2"	"VTD5W2"	"46037VTD5W2"	"A"	"VTD - waubay city ward 2 (part of precinct 5)"	"VTD - waubay city ward 2 (part of precinct 5)"	0	"G5240"	"N"	995421	0	45.329	-97.31037	"427"	"0.346604215"	"228"	"Day"	"#5"	93.236534	35.700233	57.5363	18.716627	76.59953	23.222483	72.440285	0.61710036	0.8036364	0.7572464	0.7268293	67.767044	25.469492
238	"228"	46	37	215	149	"VTD5W1"	"VTD5W1"	"46037VTD5W1"	"A"	"VTD - waubay ward 1 (part of precinct 5)"	"VTD - waubay ward 1 (part of precinct 5)"	0	"G5240"	"N"	756078	0	45.32912	-97.299866	"427"	"0.348946136"	"228"	"Day"	"#5"	93.86651	35.941452	57.92506	18.843092	77.117096	23.37939	72.92974	0.61710036	0.8036364	0.7572464	0.7268293	68.22493	25.641582
239	"230"	46	37	308	251	"VTD-RW"	"VTD-RW"	"46037VTD-RW"	"A"	"VTD-precinct RWRusk-Morton-Wheatland-Highland voting district"	"VTD-precinct RWRusk-Morton-Wheatland-Highland voting district"	0	"G5240"	"N"	368469566	6150391	45.23926	-97.494255	"251"	"1"	"230"	"Day"	"#7"	184.0	80.0	104.0	50.0	140.0	54.0	136.0	0.5652174	0.7368421	0.7157895	0.67375886	123.971634	60.02837
240	"222"	46	37	361	292	"VTD-FP"	"VTD-FP"	"46037VTD-FP"	"A"	"VTD-precinct FP Frm-Hmer-Ind-Unin-Lyn-PirpotTown"	"VTD-precinct FP Frm-Hmer-Ind-Unin-Lyn-PirpotTown"	0	"G5240"	"N"	456902999	8910373	45.508083	-97.76493	"292"	"1"	"222"	"Day"	"#12"	233.0	94.0	139.0	44.0	193.0	43.0	193.0	0.5965665	0.814346	0.8177966	0.74362606	173.26488	59.735126
241	"231"	46	37	243	203	"VTD-LT"	"VTD-LT"	"46037VTD-LT"	"A"	"VTD-precinct LT Sld-OG-Vy-Ty-Blr-Yk-Btltn-LilyTwn"	"VTD-precinct LT Sld-OG-Vy-Ty-Blr-Yk-Btltn-LilyTwn"	0	"G5240"	"N"	543446826	14397950	45.24703	-97.79689	"203"	"1"	"231"	"Day"	"#8"	148.0	62.0	86.0	32.0	122.0	39.0	116.0	0.5810811	0.7922078	0.7483871	0.70897156	104.92779	43.07221
242	"224"	46	37	478	396	"VTD-BR"	"VTD-BR"	"46037VTD-BR"	"A"	"VTD-precinct BR- BristolCity-Bristo-KidderTwp"	"VTD-precinct BR- BristolCity-Bristo-KidderTwp"	0	"G5240"	"N"	180723324	5282272	45.370014	-97.74572	"396"	"1"	"224"	"Day"	"#14"	268.0	114.0	154.0	57.0	220.0	64.0	214.0	0.57462686	0.79422385	0.76978415	0.7144593	191.4751	76.52491
243	"220"	46	37	199	161	"VTD-AT"	"VTD-AT"	"46037VTD-AT"	"A"	"VTD- precinct AT- AndoverTown&Twp"	"VTD- precinct AT- AndoverTown&Twp"	0	"G5240"	"N"	185007953	961091	45.413986	-97.91913	"161"	"1"	"220"	"Day"	"#10"	123.0	74.0	49.0	38.0	91.0	50.0	78.0	0.398374	0.70542634	0.609375	0.5736842	70.563156	52.436844
244	"225"	46	37	235	190	"VTD2W3"	"VTD2W3"	"46037VTD2W3"	"A"	"VTD-precinct 2 Webster-ward 3"	"VTD-precinct 2 Webster-ward 3"	0	"G5240"	"N"	606685	0	45.327976	-97.52528	"432"	"0.439814815"	"225"	"Day"	"#2"	132.38426	57.175926	75.208336	28.587963	106.875	35.185184	100.27778	0.5681063	0.78896105	0.74025977	0.70010906	92.68342	39.70084
245	"226"	46	37	381	272	"VTD3W3"	"VTD3W3"	"46037VTD3W3"	"A"	"VTD-precinct 3 Webster-ward 3"	"VTD-precinct 3 Webster-ward 3"	0	"G5240"	"N"	314993	0	45.332726	-97.52614	"272"	"1"	"226"	"Day"	"#3"	201.0	93.0	108.0	43.0	156.0	58.0	141.0	0.53731346	0.7839196	0.7085427	0.6761269	135.9015	65.098495
246	"227"	46	37	401	322	"VTD4W1"	"VTD4W1"	"46037VTD4W1"	"A"	"VTD-precinct 4 Webster ward 1"	"VTD-precinct 4 Webster ward 1"	0	"G5240"	"N"	1436194	0	45.3407	-97.52673	"322"	"1"	"227"	"Day"	"#4"	213.0	102.0	111.0	37.0	175.0	55.0	162.0	0.52112675	0.8254717	0.74654377	0.6978193	148.63551	64.36449
247	"225"	46	37	309	242	"VTD2w2"	"VTD2w2"	"46037VTD2w2"	"A"	"VTD-precinct 2 Webster ward 2"	"VTD-precinct 2 Webster ward 2"	0	"G5240"	"N"	775495	0	45.330494	-97.51436	"432"	"0.560185185"	"225"	"Day"	"#2"	168.61574	72.82407	95.791664	36.412037	136.125	44.814816	127.72222	0.5681063	0.78896105	0.74025977	0.70010906	118.04941	50.566334
248	"229"	46	37	144	110	"VTD6W3"	"VTD6W3"	"46037VTD6W3"	"A"	"VTD- Waubay ward 3 (part of precinct 6)"	"VTD- Waubay ward 3 (part of precinct 6)"	0	"G5240"	"N"	1761683	0	45.33867	-97.307465	"443"	"0.248306998"	"229"	"Day"	"#6"	69.02934	28.555305	40.47404	16.139956	52.641083	18.623024	51.15124	0.58633095	0.76534295	0.73309606	0.6949761	47.973743	21.055601
249	"228"	46	37	178	130	"VTD-5"	"VTD-5"	"46037VTD-5"	"A"	"VTD-precinct 5 Waubay wards 1 & 2, Central Point-Egeland Twnshps"	"VTD-precinct 5 Waubay wards 1 & 2, Central Point-Egeland Twnshps"	0	"G5240"	"N"	196425315	20890687	45.23173	-97.29978	"427"	"0.304449649"	"228"	"Day"	"#5"	81.89696	31.358315	50.538643	16.44028	67.28337	20.398127	63.62998	0.61710036	0.8036364	0.7572464	0.7268293	59.525105	22.371851
250	"221"	46	37	375	312	"VTD-RR"	"VTD-RR"	"46037VTD-RR"	"A"	"VTD-precinct RR- Raritan-Liberty-Nutley-RoslynTwn"	"VTD-precinct RR- Raritan-Liberty-Nutley-RoslynTwn"	0	"G5240"	"N"	254886794	27641456	45.529423	-97.499695	"312"	"1"	"221"	"Day"	"#11"	218.0	79.0	139.0	34.0	187.0	49.0	177.0	0.63761467	0.84615386	0.78318584	0.756391	164.89323	53.106766
251	"232"	46	37	339	254	"VTD-BW"	"VTD-BW"	"46037VTD-BW"	"A"	"VTD-precinct BW- Webster-RacineTwp"	"VTD-precinct BW- Webster-RacineTwp"	0	"G5240"	"N"	159124253	23327143	45.367233	-97.48808	"254"	"1"	"232"	"Day"	"#9"	205.0	100.0	105.0	47.0	161.0	48.0	161.0	0.5121951	0.77403843	0.7703349	0.6864952	140.7315	64.268486
252	"223"	46	37	305	270	"VTD-GK"	"VTD-GK"	"46037VTD-GK"	"A"	"VTD-precinct GK-GrenvilleTown-Gren-KosciuskoTwp"	"VTD-precinct GK-GrenvilleTown-Gren-KosciuskoTwp"	0	"G5240"	"N"	190162205	20923981	45.480083	-97.35843	"270"	"1"	"223"	"Day"	"#13"	221.0	92.0	129.0	56.0	164.0	62.0	160.0	0.58371043	0.74545455	0.7207207	0.68325794	151.0	70.0
253	"229"	46	37	483	333	"VTD-6"	"VTD-6"	"46037VTD-6"	"A"	"VTD-precinct 6 Waubay City Ward 3 and WaubayTwp"	"VTD-precinct 6 Waubay City Ward 3 and WaubayTwp"	0	"G5240"	"N"	119633759	35265882	45.392776	-97.2975	"443"	"0.751693002"	"229"	"Day"	"#6"	208.97066	86.444695	122.52596	48.860046	159.35892	56.376976	154.84875	0.58633095	0.76534295	0.73309606	0.6949761	145.2296	63.74105
254	"234"	46	39	122	101	"VTD-2"	"VTD-2"	"46039VTD-2"	"A"	"VTD-precinct 2"	"VTD-precinct 2"	0	"G5240"	"N"	142226677	265765	44.935745	-96.54569	"101"	"1"	"234"	"Deuel"	" Ant. Valley, Lowe"	78.0	35.0	43.0	17.0	64.0	17.0	65.0	0.55128205	0.79012346	0.79268295	0.71369296	55.66805	22.331951
255	"238"	46	39	467	363	"VTD-6"	"VTD-6"	"46039VTD-6"	"A"	"VTD-precinct 6"	"VTD-precinct 6"	0	"G5240"	"N"	2204691	0	44.749886	-96.68322	"363"	"1"	"238"	"Deuel"	"Clear Lake WD 3"	206.0	95.0	111.0	46.0	162.0	60.0	153.0	0.5388349	0.77884614	0.7183099	0.67942584	139.96172	66.03828
256	"235"	46	39	444	342	"VTD-11"	"VTD-11"	"46039VTD-11"	"A"	"VTD-precinct 11"	"VTD-precinct 11"	0	"G5240"	"N"	186432928	0	44.58717	-96.763725	"342"	"1"	"235"	"Deuel"	" Blom, Grange, Toronto"	230.0	112.0	118.0	45.0	190.0	54.0	182.0	0.51304346	0.80851066	0.7711864	0.69900143	160.77032	69.229675
257	"242"	46	39	591	456	"VTD-3"	"VTD-3"	"46039VTD-3"	"A"	"VTD-precinct 3"	"VTD-precinct 3"	0	"G5240"	"N"	236081494	3445984	44.680595	-96.61158	"456"	"1"	"242"	"Deuel"	" Norden, Brandt, Brandt"	281.0	126.0	155.0	68.0	223.0	90.0	201.0	0.5516014	0.76632303	0.69072163	0.6709154	188.52724	92.47277
258	"239"	46	39	479	364	"VTD-8"	"VTD-8"	"46039VTD-8"	"A"	"VTD-precinct 8"	"VTD-precinct 8"	0	"G5240"	"N"	223832387	3999725	44.803543	-96.53632	"364"	"1"	"239"	"Deuel"	" Glenwood, Herrick, Gary"	247.0	123.0	124.0	61.0	199.0	74.0	188.0	0.5020243	0.7653846	0.71755725	0.66449934	164.13133	82.86866
259	"233"	46	39	192	146	"VTD-1"	"VTD-1"	"46039VTD-1"	"A"	"VTD-precinct 1"	"VTD-precinct 1"	0	"G5240"	"N"	189305861	9549923	44.87948	-96.71372	"146"	"1"	"233"	"Deuel"	" Alt., Portland, Alt."	91.0	42.0	49.0	22.0	74.0	18.0	78.0	0.53846157	0.7708333	0.8125	0.71024734	64.63251	26.36749
260	"240"	46	39	390	294	"VTD-7"	"VTD-7"	"46039VTD-7"	"A"	"VTD precinct 7"	"VTD precinct 7"	0	"G5240"	"N"	188602074	10209763	44.887005	-96.81951	"294"	"1"	"240"	"Deuel"	" Goodwin, Rome, Goodwin"	175.0	110.0	65.0	58.0	130.0	70.0	120.0	0.37142858	0.69148934	0.6315789	0.56962025	99.68355	75.31645
261	"237"	46	39	412	321	"VTD-5"	"VTD-5"	"46039VTD-5"	"A"	"VTD-precinct 5"	"VTD-precinct 5"	0	"G5240"	"N"	713636	463282	44.75448	-96.68181	"321"	"1"	"237"	"Deuel"	"Clear Lake WD 2"	188.0	93.0	95.0	50.0	146.0	60.0	135.0	0.5053192	0.74489796	0.6923077	0.6493955	122.08636	65.91364
262	"241"	46	39	528	384	"VTD-9"	"VTD-9"	"46039VTD-9"	"A"	"VTD-precinct 9"	"VTD-precinct 9"	0	"G5240"	"N"	299485023	4032668	44.734734	-96.77419	"384"	"1"	"241"	"Deuel"	" Hav., CL, Hidewood"	274.0	143.0	131.0	75.0	206.0	103.0	178.0	0.47810218	0.73309606	0.63345194	0.6160287	168.79187	105.20814
263	"236"	46	39	394	313	"VTD-4"	"VTD-4"	"46039VTD-4"	"A"	"VTD-precinct 4"	"VTD-precinct 4"	0	"G5240"	"N"	1987459	0	44.758904	-96.68411	"313"	"1"	"236"	"Deuel"	"Clear Lake WD 1"	192.0	104.0	88.0	41.0	156.0	48.0	151.0	0.45833334	0.79187816	0.75879395	0.6717687	128.9796	63.02041
264	"243"	46	39	345	252	"VTD-10"	"VTD-10"	"46039VTD-10"	"A"	"VTD-precinct 10"	"VTD-precinct 10"	0	"G5240"	"N"	141877604	4104444	44.591427	-96.54572	"252"	"1"	"243"	"Deuel"	" Scandi, Astoria"	180.0	105.0	75.0	50.0	133.0	65.0	119.0	0.41666666	0.72677594	0.6467391	0.5978062	107.60512	72.39488
265	"245"	46	41	995	646	"VTD-14"	"VTD-14"	"46041VTD-14"	"A"	"VTD-precinct 14"	"VTD-precinct 14"	0	"G5240"	"N"	1109503	0	44.999794	-101.233696	"646"	"1"	"245"	"Dewey"	"EB SOUTH"	351.0	72.0	279.0	29.0	329.0	36.0	315.0	0.7948718	0.9189944	0.8974359	0.8707547	305.63492	45.365093
266	"250"	46	41	212	138	"VTD-11"	"VTD-11"	"46041VTD-11"	"A"	"VTD-precinct 11"	"VTD-precinct 11"	0	"G5240"	"N"	386935100	737939	45.112923	-100.624985	"138"	"1"	"250"	"Dewey"	"LAPLANT"	60.0	9.0	51.0	4.0	57.0	4.0	57.0	0.85	0.93442625	0.93442625	0.9065934	54.395603	5.6043954
267	"252"	46	41	165	111	"VTD-9"	"VTD-9"	"46041VTD-9"	"A"	"VTD-precinct 9"	"VTD-precinct 9"	0	"G5240"	"N"	800547891	140488060	45.28433	-100.47815	"111"	"1"	"252"	"Dewey"	"PROMISE"	61.0	18.0	43.0	9.0	51.0	7.0	52.0	0.704918	0.85	0.88135594	0.8111111	49.47778	11.5222225
268	"256"	46	41	163	95	"VTD-8"	"VTD-8"	"46041VTD-8"	"A"	"VTD-precinct 8"	"VTD-precinct 8"	0	"G5240"	"N"	110460706	91374	45.246986	-100.94475	"95"	"1"	"256"	"Dewey"	"WHITE HORSE"	66.0	4.0	62.0	2.0	66.0	3.0	65.0	0.93939394	0.9705882	0.9558824	0.9554455	63.059406	2.940594
269	"255"	46	41	80	64	"VTD-2"	"VTD-2"	"46041VTD-2"	"A"	"VTD-precinct 2"	"VTD-precinct 2"	0	"G5240"	"N"	437569845	602736	45.410534	-100.555565	"64"	"1"	"255"	"Dewey"	"TRAIL CITY"	34.0	25.0	9.0	24.0	15.0	18.0	19.0	0.2647059	0.3846154	0.5135135	0.3909091	13.290909	20.709091
270	"248"	46	41	62	50	"VTD-3"	"VTD-3"	"46041VTD-3"	"A"	"VTD-precinct 3"	"VTD-precinct 3"	0	"G5240"	"N"	312945301	821902	45.335537	-100.85297	"50"	"1"	"248"	"Dewey"	"GLENCROSS"	48.0	42.0	6.0	13.0	39.0	22.0	28.0	0.125	0.75	0.56	0.48666668	23.36	24.64
271	"247"	46	41	175	128	"VTD-5"	"VTD-5"	"46041VTD-5"	"A"	"VTD-precinct 5"	"VTD-precinct 5"	0	"G5240"	"N"	711958970	1164420	45.327187	-101.18978	"128"	"1"	"247"	"Dewey"	"FIRESTEEL"	79.0	43.0	36.0	14.0	68.0	25.0	59.0	0.4556962	0.8292683	0.70238096	0.66530615	52.559185	26.440817
272	"254"	46	41	536	379	"VTD-4"	"VTD-4"	"46041VTD-4"	"A"	"VTD-precinct 4"	"VTD-precinct 4"	0	"G5240"	"N"	92840103	85744	45.43346	-101.0462	"379"	"1"	"254"	"Dewey"	"TIMBER LAKE"	286.0	156.0	130.0	74.0	220.0	81.0	213.0	0.45454547	0.7482993	0.7244898	0.64416474	184.23112	101.768875
273	"251"	46	41	502	323	"VTD-12"	"VTD-12"	"46041VTD-12"	"A"	"VTD-precinct 12"	"VTD-precinct 12"	0	"G5240"	"N"	171464722	441896	45.082645	-101.23608	"527"	"0.612903226"	"251"	"Dewey"	"NO HEART (Including: EB NORTH)"	195.51613	56.387096	139.12903	23.903225	172.2258	31.258064	166.09677	0.71159875	0.878125	0.8416149	0.81061393	158.4881	37.02803
274	"246"	46	41	625	383	"VTD-15"	"VTD-15"	"46041VTD-15"	"A"	"VTD-precinct 15"	"VTD-precinct 15"	0	"G5240"	"N"	457408856	847959	45.119915	-101.35281	"383"	"1"	"246"	"Dewey"	"EB WEST GREEN GRASS"	177.0	46.0	131.0	25.0	151.0	31.0	145.0	0.740113	0.85795456	0.8238636	0.8071834	142.87146	34.128544
275	"253"	46	41	188	132	"VTD-10"	"VTD-10"	"46041VTD-10"	"A"	"VTD-precinct 10"	"VTD-precinct 10"	0	"G5240"	"N"	719463187	160947518	44.921375	-100.55009	"132"	"1"	"253"	"Dewey"	"SWIFTBIRD"	54.0	6.0	48.0	3.0	53.0	2.0	55.0	0.8888889	0.9464286	0.9649123	0.93413174	50.443115	3.5568862
276	"249"	46	41	192	157	"VTD-6"	"VTD-6"	"46041VTD-6"	"A"	"VTD-precinct 6"	"VTD-precinct 6"	0	"G5240"	"N"	282792702	1784985	45.356323	-101.41407	"157"	"1"	"249"	"Dewey"	"ISABEL"	156.0	115.0	41.0	49.0	111.0	56.0	106.0	0.2628205	0.69375	0.654321	0.53974897	84.200836	71.799164
277	"244"	46	41	1120	688	"VTD-7"	"VTD-7"	"46041VTD-7"	"A"	"VTD-precinct 7"	"VTD-precinct 7"	0	"G5240"	"N"	808907019	61362174	44.872105	-100.94581	"688"	"1"	"244"	"Dewey"	"EAGLE BUTTE EAST"	296.0	31.0	265.0	21.0	276.0	17.0	281.0	0.8952703	0.9292929	0.942953	0.9225589	273.07745	22.92256
278	"251"	46	41	286	204	"VTD-13"	"VTD-13"	"46041VTD-13"	"A"	"VTD-precinct 13"	"VTD-precinct 13"	0	"G5240"	"N"	669029165	445448	45.121452	-100.9793	"527"	"0.387096774"	"251"	"Dewey"	"NO HEART (Including: EB NORTH)"	123.48387	35.612904	87.870964	15.096774	108.77419	19.741936	104.90323	0.71159875	0.878125	0.8416149	0.81061393	100.09775	23.386124
279	"259"	46	43	79	61	"VTD3-2"	"VTD3-2"	"46043VTD3-2"	"A"	"VTD-precinct 3 ArmourTown-ward2"	"VTD-precinct 3 ArmourTown-ward2"	0	"G5240"	"N"	690018	22408	43.322117	-98.337746	"458"	"0.133187773"	"259"	"Douglas"	"#3"	40.08952	28.63537	11.454148	17.847162	23.707424	19.71179	22.10917	0.2857143	0.57051283	0.52866244	0.4638619	18.596	21.493519
280	"260"	46	43	620	509	"VTD-4"	"VTD-4"	"46043VTD-4"	"A"	"VTD-precinct 4 ArmourTown"	"VTD-precinct 4 ArmourTown"	0	"G5240"	"N"	1756039	0	43.317783	-98.34679	"509"	"1"	"260"	"Douglas"	"#4"	376.0	235.0	141.0	129.0	256.0	143.0	247.0	0.375	0.66493505	0.6333333	0.55951345	210.37706	165.62294
281	"259"	46	43	539	397	"VTD-3"	"VTD-3"	"46043VTD-3"	"A"	"VTD-precinct 3"	"VTD-precinct 3"	0	"G5240"	"N"	224977719	137829	43.287064	-98.21157	"458"	"0.866812227"	"259"	"Douglas"	"#3"	260.9105	186.36462	74.54585	116.15284	154.29257	128.28821	143.89082	0.2857143	0.57051283	0.52866244	0.4638619	121.026436	139.88405
282	"258"	46	43	641	510	"VTD-2"	"VTD-2"	"46043VTD-2"	"A"	"VTD-precinct 2"	"VTD-precinct 2"	0	"G5240"	"N"	26983446	12813	43.463387	-98.42044	"510"	"1"	"258"	"Douglas"	"#2"	355.0	266.0	89.0	172.0	184.0	167.0	191.0	0.25070423	0.5168539	0.53351957	0.4340505	154.08794	200.91206
283	"261"	46	43	582	426	"VTD-5"	"VTD-5"	"46043VTD-5"	"A"	"VTD-precinct 5"	"VTD-precinct 5"	0	"G5240"	"N"	524230689	1878293	43.402752	-98.29394	"426"	"1"	"261"	"Douglas"	"#5"	305.0	243.0	62.0	162.0	152.0	174.0	138.0	0.20327869	0.48407644	0.44230768	0.3780881	115.316864	189.68314
